sentiment,message,tweetid
1,@guardian @elliegoulding and then people are saying that global warming and climate change doesn't exist...😔 Poor poor World...,705950
1,"RT @igorvolsky: Pruitt is a climate change denier, has said the science is “subject to considerable debate”",635311
1,RT @ClimateReality: A Republican governor just stood up for clean energy. Because climate change shouldn't be a partisan issue…,185402
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,650545
1,RT @DataCity_World: How cities can stand up to climate change https://t.co/d6jwxLINqr https://t.co/CVcpb0bBx5,271923
1,RT @Bill_Nye_Tho: yea your nudes are nice but what are your views on climate change,55515
1,There must be soo many more diseases frozen Anthrax outbreak triggered by climate change kills boy in Arctic Circle https://t.co/5YDQHc1u3Q,375467
1,"RT @YHWHsFave: 30 ft of ice melted in 5 years. 
If climate change doesn't bother you, then you're selfish. Extremely selfish.",932395
1,RT @CityLab: Start treating climate change like a public health crisis https://t.co/DXBStI12KQ https://t.co/KQ3uATzLs9,831440
1,"Retweeted Nili Majumder (@NiliMajumder):

No one govt can fight climate change alone &amp; no one government should... https://t.co/VMsv8gArpI",15424
1,RT @LOLGOP: All the evidence in the world isn't enough to fight climate change but your can just make up a study to take a few…,602526
1,"RT @RubyCodpiece: #Trump's Cabinet: Exxon shills, climate change deniers, and criminals. Way to #draintheswamp, Donnie.",288141
1,RT @SenSanders: If we don't address climate change there'll be more conflict over limited resources. We must listen to scientists not fossiÃ¢â‚¬Â¦,623850
1,RT @Jamienzherald: @GenerationZer0: Why New Zealand needs a climate change law https://t.co/PxxD0gqH3a,222111
1,RT @IIT_Comillas: @AdelaConchado on bike against  climate change #MovingforClimateNOW @PactoMundial,817872
1,RT @EarthVoteOrg: Capitalism is the primary factor exacerbating climate change https://t.co/Ptc6BKfjHy,226785
1,"RT @MrStevenCree: Sorry. Maybe I should have been sexist, racist, xenophobic, wall building &amp; denied climate change exists. Is that cÃ¢â‚¬Â¦",754092
1,@TersooAbaagu @officialdaddymo proper planning is a continuous adaptation strategy to future risks of global climate change.,812351
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",358420
1,"RT @KamalaHarris: The United States should be leading on climate change action, not rejecting it. #ClimateMarch",762468
1,"RT @erikbryn: A simple, sensible revenue-neutral way to address climate change, by Marty Feldstein, Ted Halstead and Greg Mankiw… ",919652
1,@realDonaldTrump Too bad climate change isn't real. https://t.co/3Vxsly6RGh,170849
1,Francois Hollande says global warming denier Trump must respect Paris climateÃ‚ accord https://t.co/Y107v6OeTs,798244
1,Still confused as to how some people still think climate change isn't real?,140919
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",5026
1,RT @JonCozart: Slowly slipping global warming stats into my family's group texts as a means to avoid a trump presidency,88511
1,RT @TheDemocrats: Trump's newest proposed executive action could set us back years on combating climate change:…,39391
1,RT @BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks iÃ¢â‚¬Â¦,247650
1,"@realDonaldTrump We know, Ivanka got a big cheque...what about climate change?",226133
1,@IvankaTrump thank you for meeting with AL Gore to discuss the most pressing issue of our time: climate change!,838127
1,RT @RVAwonk: Aaaand the EPA just removed its climate change page. It was still there this AM (I check everyday). Here's the link…,103408
1,RT @World_Wildlife: Want to understand what's at stake w/ climate change ahead of #COP22? Watch @LeoDiCaprio's #beforetheflood for free: htÃ¢â‚¬Â¦,499258
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,957848
1,"RT @HillaryClinton: 'If you believe in science and that we have to act on climate change, then you have to vote!' Ã¢â‚¬â€Hillary https://t.co/jfdÃ¢â‚¬Â¦",494064
1,.@EPAScottPruitt doesn't think CO2 drives climate change? Let's send him a copy of 'Global Warming for Dummies': https://t.co/gm0Ba6TFnA,741698
1,RT @NYCMayor: I signed Executive Order 26 because New York City's future is threatened by climate change. We will honor the goals…,724601
1,RT @BernieSanders: Congratulations to all those participating in the #climatemarch. We will fight Trump who thinks climate change is a 'hoa…,14658
1,"RT @ethoscentre: God save the planet: ‘According to Pope Francis climate change perpetration is a “sin against God”’.

https://t.co/kAIRUkV…",617584
1,RT @VictorKvert2008: This sculpture  in Berlin is called 'Politicians discussing global warming.' https://t.co/r6AlmORkFE,561203
1,"COMMENT: As doctors, we are worried about climate change https://t.co/5DvfS48u7D",874645
1,"Leonardo Dicaprio documentary on climate change is scary, we have all ruined earth Ã°Å¸â„¢Ë†",685099
1,RT @exinkygal: Not bad column. But u don't get Paris. What's troubling @ w/drawal is .@potus notion that climate change is fake. https://t.…,875369
1,"@courtghoward must stop acting like we don't know what 2 do, there are avenues in place 2 tackle climate change &amp; we must take action #CtG17",896442
1,RT @StateDept: .@JohnKerry speaking at #COP22 on the importance of a #cleanenergy future to reduce effects of climate change. https://t.co/Ã¢â‚¬Â¦,781205
1,RT @GuardianAus: This is a call to arms on climate change. And by arms I mean flippers! | First Dog on the Moon https://t.co/4Y5pBxwDAV,872186
1,"RT @LastWeekTonight: If you donÃ¢â‚¬â„¢t believe man-made global warming is a a silly issue, give to the Natural Resources Defense Council (https:Ã¢â‚¬Â¦",341660
1,RT @climatehawk1: TrumpÃ¢â‚¬â„¢s election marks end of any serious hope of limiting #climate change to 2C | @drvox https://t.co/O4uA38Ayq6Ã¢â‚¬Â¦,57676
1,RT @oren_cass: Hopefully someday we'll get a reality-based climate agreement that helps prepare for and adapt to whatever climate change br…,518073
1,"RT @NASAGoddard: How can cities around the world prepare for the effects of climate change? NASA, New York &amp; Rio de Janeiro discuss:Ã¢â‚¬Â¦",622341
1,Talk about climate change for a minute. Very Important #bumblebut @markiplier,607708
1,RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.,954571
1,"@flinchman66 Given that poverty and climate change are linked, and given that climate change is contributing to mass extinctions, yes it is.",531710
1,"RT @mikephilipp: If you haven’t read @dwallacewells’s recent article about climate change impacts (or the ensuing discussions), get…",46846
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,754900
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,522937
1,"RT @JohnKingSFChron: A quick take on Trump, cities, infrastructure and (very scary) climate change from @anthonyflint https://t.co/Yme2j7z4Ã¢â‚¬Â¦",683311
1,RT iansomerhalder: LeoDiCaprio Im so grateful for the time you took to tell the important story of climate change in #BeforetheFlood ThanksÃ¢â‚¬Â¦,103983
1,RT @Fusion: America is about to become the only country in the world with a leader who doesnÃ¢â‚¬â„¢t think global warming is real.Ã¢â‚¬Â¦,283063
1,"RT @JohnRSeydel: 44% of honey bee colonies died last year due to climate change &amp; pesticides. When the bees die, we die. https://t.co/FdWgT…",340173
1,RT @SenFranken: Who are the major players behind the web of denial on climate change? Hint: They have a huge fossil fuel empire. https://t.…,363773
1,RT @AJEnglish: What does Africa need to tackle climate change? https://t.co/xGR8lazxSN https://t.co/gClZki3gfV,344788
1,"But major review of effects of global warming also finds fossil fuel emissions are causing deadly heatwaves, droughts, floods -@Independent",683156
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,643905
1,RT @HuffPostPol: Rex Tillerson refuses to admit #ExxonKnew about climate change decades ago https://t.co/rOPBlDfbL0 https://t.co/8wBwQYyGXH,9720
1,RT @stressedshawty: when you're enjoying the weather but deep down you know this is a result of climate change https://t.co/g82AbTfexd,993478
1,RT @BillNye: Ordering the EPA or NASA not to talk about climate change isn’t going to cool things off. Don't double down on deni…,292921
1,"g fucking g america. Oh yeah and just because you vote and say climate change isn't real, doesn't mean it's not real.",503920
1,RT @SidruRana: Dr. Najam Khurshid speakaing about climate change education. @PakUSAlumni #ClimateCounts #COP22 #puanÃ¢â‚¬Â¦,765681
1,"RT @AngrySalmond: Among other bigotries, the DUP are opposed to abortion, gay marriage (and homosexuality in general), climate change and w…",72379
1,#ClimateChange|'The net damage costs of climate change are likely to be significant and to increase over time.' https://t.co/VWc54EkUQ8,107613
1,RT @AgribusinessTV: 98% of African countries included agriculture in climate change strategies. They want to act urgently: https://t.co/Kb8Ã¢â‚¬Â¦,863289
1,"RT @NationalPrks: You're right, climate change isn't real, the smartest people n the world are just all n on the same joke.. @RogueNASA @EP…",276464
1,.@BostonGlobe No more opinion columns asking if climate change is real and dangerous. Please. The consensus among scientists was reached.,815356
1,"EPA chief denies carbon dioxide is main cause of global warming and... wait, what!? - Yahoo News https://t.co/nFllTK5dnT #GlobalWarming",897157
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,253080
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,464110
1,RT @TitusNation: EPA head says carbon dioxide isn't cause of climate change. Against 98% of world scientists. Bullets also don't cause deat…,743456
1,"@realDonaldTrump hey bro here's climate change explained like a 5 year old. I hope it makes some sense. 

https://t.co/rXCGK2HX1Z",514569
1,I just joined @NatGeoChannel @21CF in combating climate change. Take action #BeforeTheFlood https://t.co/neaA5fU3bA,7012
1,"RT @DisavowTrump16: Scott Pruitt , a climate change denier, has been confirmed by the Senate
RETWEET if you believe in science and want… ",312871
1,RT @BillMoyersHQ: 'Merchants of Doubt' is one of 3 books the NYT recommended last week on climate change. Read an excerpt: https://t.co/ASr…,230218
1,RT @USEmbassyDublin: The #ParisAgreement enters into force! Learn more about the U.S. goals for climate change at #COP22: https://t.co/mU2IÃ¢â‚¬Â¦,880446
1,"RT @GeorgeTakei: For a 'Chinese hoax,' climate change sure feels pretty damn convincing along the Gulf. Oh and the West Coast. Oh, and Flor…",264485
1,RT @JackedYoTweets: The iceberg wouldn't be there bc of global warming you dumbass Bitch https://t.co/txPHFYMFnz,181712
1,How a professional climate change denier discovered the lies and decided to fight for science https://t.co/RBMFrKc2OA by @fastlerner,860673
1,RT @UN: Countries &amp; communities everywhere are facing pressures that are being exacerbated by climate change -…,621223
1,This is what climate change looks like https://t.co/4EY1mo29qX,749207
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,223758
1,"Has the .@BBC ever done a major series on climate change? If not, why not?",936100
1,Trump falsely claims that nobody knows if global warming is real - Mashable https://t.co/kLn5W8Ob8v,889195
1,It's 26° where I live how can any one say global warming is fake it's to fucking hot for the UK,443117
1,"RT @SenSanders: On virtually every major issue Ã¢â‚¬â€ raising the minimum wage, climate change, pay equity for women Ã¢â‚¬â€ we are the majority",369549
1,RT @frankieboyle: Let's look on the bright side. Maybe climate change will kill off humanity before a Global Fascist government can start tÃ¢â‚¬Â¦,475898
1,RT @InggiMashudi: Business&amp;academician must work together to find innovative solutions for climate change mitigation @univ_indonesia…,686129
1,Oil that we're extracting now in Cali is dirtier than tar sands oil. Threat to clean air &amp; inc climate change. #ClimateJusticeMonth @uusf,664586
1,RT @faqirchand73: '@preety799: @babitatyagi0 Gurmeet Ram Rahim Singh started a mega tree plantation to reduce rate of global warming.',256219
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,330961
1,RT @jgirvin: perhaps .@realDonaldTrump will understand how ignorant he is on climate change when #Mar-a-Lago is under water https://t.co/ceÃ¢â‚¬Â¦,531043
1,Father James Martin: Why is climate change a moral issue? https://t.co/qedq7CkeID,860321
1,.@cliffhangernlv and of course natural climate variation is much slower than man made climate change.,772528
1,"RT @nytimes: In the Netherlands, climate change is not a hypothetical or a drag on the economy. It’s an opportunity. https://t.co/Z7KoLwlLx4",423096
1,Fixing democracy to combat climate change: Al Gore Q&amp;A .. https://t.co/8OA8L0ynNI #climatechange,930358
1,@AIANational @robertivy especially with a President-elect and staff full of climate change deniers/diversity non-believers in White House,67444
1,Multinational companies have a crucial role to play in fighting #climate change and implementing #SDGs https://t.co/7YUZsjGlyy @OECD #BizFin,105665
1,@IvankaTrump @realDonaldTrump @VP @SBALinda Congrats on ur new role. Hope you can pivot the administration to acknowledge climate change/EPA,194210
1,RT @CNN: No snow where there should be. Bleached anemones. Cracks in the ice. This is what climate change looks like:Ã¢â‚¬Â¦,363673
1,"RT @Rob_Flaherty: North Korea signed on to the Paris deal. 

The US now has a more backwards view on climate change than North Korea. https…",580881
1,"As Thatcher understood, true Tories cannot be climate change deniers #climatechange #policy #environment #Tories https://t.co/tqjQhJ3T6J",799382
1,@MikeRSpencer @EnbyDee @StephenColwell @stevenjgibbons Naww..these guys believe climate change is caused by Weather… https://t.co/3SFtZ1WBlp,798653
1,RT @PaulEDawson: The facts are there that we have created.... a self-inflicted wound that.... through global warming. #climatechange…,241304
1,@EPA @ScottPruittOK Doesn't believe in climate change. My AG @jeffsessions Perjured himself. @RealBenCarson said slaves were'immigrants'...,806594
1,RT @NRDC: Even the sec. of defense cites climate change as a threat. What about Trump/the rest of his Cabinet? https://t.co/ook7UZvVop via…,836878
1,"@MilesKing10 @MollyMEP @guyshrubsole Yes, there is an RED 2.... the climate change act would imply more renewables… https://t.co/HatgbasYJM",604989
1,One of the biggest dangers facing us may be climate change.,639749
1,"RT @KamalaHarris: Good for Gov. Brown. CA has a responsibility to be a leader on climate change when this administration won’t. 
https://t.…",570618
1,"As climate change scientists have been warning for years, idiots! https://t.co/T4SZTk7DG6",85457
1,"RT @SenSanders: Yes, Mr. Trump, climate change is a 'hoax.' It's just an accident that this year will be the hottest on record. https://t.c…",384086
1,Gostei de um vídeo @YouTube https://t.co/asfOjqfw3H humans are so bad at thinking about climate change,257273
1,How comics can help us talk about climate change https://t.co/YyUuphYQ9z #Article #ClimateEnergy,815552
1,"RT @AbbyHoward: I don't think any climate change deniers follow me but just in case, here, watch as the ice disappears from our Ear… ",318585
1,RT @vascopyjama: Innovation is what's needed to counter global warming but with no w/sale access to the electricity Market there's n…,661253
1,"RT @DaShanneStokes: If you support the environment, Mr. Trump, why do you deny science of global warming? #resist #marchforscience #theresi…",649226
1,RT @CrownRenovation: Y'all voted for a president who doesn't even believe in global warming!,197173
1,"@velardedaoiz That would be a great building block, but even then an enormous challenge to keep global warming below 2°C.",38791
1,"RT @Carrie_Etter: The best poetry collections addressing climate change? Please RT. This is for a course I'm teaching, beginning with Peter…",130729
1,RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.,996729
1,RT @SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ¢â‚¬Â¦,67921
1,RT @ClimateReality: Let us be clear: We will defend our progress on climate change. Join us for #24HoursofReality…,377035
1,"RT @AltNatParkSer: Trump knows climate change is real, he just doesn't care. For deniers, ignoring these worries is more profitable. Why wo…",865530
1,"RT @affair_state: Unless the critical issue of global warming does not hit every person on earth,#ClimateChangeIsReal #saveearth #WithNatur…",165640
1,RT @iansomerhalder: @LeoDiCaprio Im so grateful for the time you took to tell the important story of climate change in #BeforetheFlood ThanÃ¢â‚¬Â¦,653129
1,But @GOP doesn't buy climate change. Sheesh.... https://t.co/2p6rq1uYcM,820167
1,"RT @climatehawk1: Excellent read: Q&amp;A: No, #climate change won't kill us this decade https://t.co/jIgmB7ZPpp via @nzherald… ",863021
1,"Whether you believe in climate change or not, shouldn't we just take care of the planet regardless?' https://t.co/CAjEkiPQbQ via @CC_Yale",918522
1,"India, China — not US — must lead the fight on climate change https://t.co/pOKXl5H50j https://t.co/SsoRVdRfAw",7170
1,RT @samsteinhp: FWIW. we have probably lost the battle against climate change tonight,819108
1,RT @andonyha: Really? You mean to tell me a gas mega corporation lied about climate change to benefit themselves financially?����‍…,487324
1,RT @elaramaria: Im not one to judge anothers perspective but keep ur religion out of this. whats happening is bc of climate change not bc t…,100954
1,RT @carlzimmer: Here’s how Wisconsin is already downplaying climate change on its web sites. https://t.co/l8qwGfdsQ7 via @DrJudyStone,166635
1,RT @SarcasticRover: DID YOU KNOW: You can learn about climate change without making it about politics or opinionÃ¢â‚¬Â¦ because NASA FACTS! httpsÃ¢â‚¬Â¦,485734
1,RT @NRDC: .@NRDC to EPA: Release docs relied on by Scott Pruitt for falsity that CO2 ≠ primary contributor to global warming. https://t.co/…,654948
1,"RT @UN: 'No country, however resourceful or powerful, is immune from the impacts of climate change.' Ban Ki-moon at #COP22Ã¢â‚¬Â¦",135505
1,"@RepMeehan climate change is a direct threat to the $21.5 bil PA rec industry, thanks for leading the Republican #ClimateChange Resolution",886912
1,Nope ... global warming is a complete myth I tell ya! https://t.co/35mnf2K2eJ,90942
1,"RT @SenSanders: On virtually every major issue Ã¢â‚¬â€ raising the minimum wage, climate change, pay equity for women Ã¢â‚¬â€ we are the majority",315445
1,"@pagetrimble, Why are you hiding? NOAA on how humans contribute to climate change https://t.co/S1rwDiWOF6 @JohnJeffery61 @SethMacFarlane",92693
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,486357
1,He better get use to climate change when he goes to hell. https://t.co/rJ9w0I7Gl6,141948
1,"RT @LeeCamp: Not even in office &amp; Trump's ALREADY persecuting people who work on climate change. WATCH via @RedactedTonight
https://t.co/sb…",298140
1,RT @tveitdal: US top organization for meteorology refute EPA Administrator’s recent comments on the role of CO2 in climate change…,275876
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,589124
1,RT @drvox: The next president's decisions on climate change will reverberate for centuries &amp; affect 100s of millions of people. https://t.cÃ¢â‚¬Â¦,50434
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,432065
1,"Demand Trump add LGBT rights, climate change, &amp; civil rights back to list of issues on https://t.co/RBbGTCI51X site https://t.co/xwwhht5YRU",138144
1,RT @SabOceano Human action is causing much more than just climate change: @cnrs #earthquake https://t.co/6oYvgEWDMq https://t.co/HzLldb3yaI,114476
1,RT @voxdotcom: TrumpÃ¢â‚¬â„¢s election marks the end of any serious hope of limiting climate change to 2 degrees https://t.co/cjiuP9xDIy,466756
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,309099
1,"RT @CollegeDemsOSU: .@SenJeffMerkley Is on ����fire���� tonight, outlining the effects of climate change on Oregon's forests, farms, and marine…",924207
1,"RT @MehcadBrooks: Scientists should run for office. I'm sick of all the climate change denial, evolution deniers and the bending of hard fa…",152180
1,@ConnorSouthard They added climate change to the existential threat countdown in '07.,480882
1,Great idea! Scientists who think climate change is a hoax on one side &amp; all the scientists who know it's true on th… https://t.co/YOkbjXr9tJ,681512
1,RT @Newsweek: A timeline of every ridiculous thing Trump has said about climate change https://t.co/U68vESEwxC https://t.co/rinGbqXbcd,220824
1,EPA chief's climate change denial is easily refuted by the EPA's website - Washington Post -… https://t.co/CWCUdLHq6p,881841
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,404028
1,I pledge to urge U.S. leaders to maintain our momentum in the fight against global warming... https://t.co/rFXU4qafOz #globalcitizen,895409
1,"It's gonna be 88 degrees in South Texas tomorrow, it's almost December, and people still wanna pretend global warming is fake smh bye",556271
1,"RT @Anger7_Meirala: Just to settle this: 
(1) I am not &amp; never have been a troll
(2) 98% of scientists accept anthropogenic climate change…",206563
1,RT @patagonia: 'We commit to fighting harder than ever for leadership willing to confront climate change and embrace the clean energy revol…,461238
1,RT @BloombergNEF: Stopping global warming would boost the global economy by $19 trillion and create 6 million jobs…,422309
1,338 #ClimateMayors now committed to adopting #ParisAgreement goals in their cities to tackle climate change… https://t.co/nkm6S68JCw,228101
1,"RT @GayRiot: WOW @Axiogenesis look at the headline nxt to UR ad!UR advertising on climate change deniers,hateSpeech Breitbart.Pl… ",275206
1,@mcuban @williamlegate I'd rather have an international Manhattan Project to help ameliorate climate change. AI won… https://t.co/IfJRyRo75E,990443
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",58246
1,RT @ChronicKev: It's so hard to refute the facts around climate change after watching Leo's documentary.,991025
1,RT @bruneski: This video shows the extraordinary trend of global warming in more than 100 countries https://t.co/n7myWOFntw via @voxdotcom,338154
1,"RT @emigre80: In 2067, as millions die because of global warming, 'Bros will still be justifying what they did to elect Trump co…",398358
1,3 good articles about the current extent of our climate change and the potential affects if we don't make some substantial changes...,993106
1,"RT @juiceDiem: Before I go to bed:

If you think flag burning is a bigger issue than refuting scientific evidence of climate change, you neÃ¢â‚¬Â¦",75306
1,RT @Greenpeace: Meet the incredible Sudanese scientist helping Africa cope with the increasing disasters of climate change…,197958
1,RT @greenhousenyt: Trump names climate change denier as his top person to set direction of federal agencies that address climate change httÃ¢â‚¬Â¦,337374
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,999243
1,RT @credfernjr: We just entered an alarming 'new era' of global warming https://t.co/WlTaD5O4km via @mashable,170098
1,RT @ClimateChangRR: Conservatives can be convinced to fight climate change with a specific kind of language https://t.co/CTyZdfLGvg https:/…,766651
1,"Heading to session climate change, security and diplomacy :building bridges for peoples and nations @PUANConference #climatecounts",172389
1,Trump is ALREADY persecuting people who work on climate change. WATCH: https://t.co/Q1TFUeh7tS,86441
1,I just joined @NatGeoChannel @21CF in combating climate change. Take action #BeforeTheFlood https://t.co/3EgWvuhC1Q,990100
1,"Trump will make climate change, income inequality, prisons, surveillance worse but democrats also failed to adequately address these issues.",584785
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,346584
1,RT @renew_economy: Hurricane #Harvey: Connecting the dots between #climate change and more extreme events https://t.co/Qhzb2AlsXr,856566
1,#RememberWhenTrump said climate change was a Chinese hoax,195095
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,647465
1,"RT @first_edward: @washingtonpost can't be climate change because it still gets cold in Winter, right?",493279
1,RT @bradplumer: Pruitt: Can't do anything about climate change until we research it further. Mulvaney: No more money for research! https://…,289567
1,RT @UN_Spokesperson: Ban Ki-moon at #COP22: we have come far in past 10yrs. Every country understands that climate change is happening.Ã¢â‚¬Â¦,967318
1,@realDonaldTrump will you discuss climate change with the President of Fiji? https://t.co/9hg4uZngZ3,848544
1,"RT @tcktcktck: 'No nation, whether it’s large or small, rich or poor, will be immune from the impacts of climate change.' https://t.co/X7w…",227098
1,RT @StopTrump2020: #Pruitt refuses to acknowledge proven science on causes of climate change. Instead he is in bed with big oil.…,455676
1,But global warming is a hoax perpetrated by politicians/scientists 🙄🙄 https://t.co/HLKj3ICrLx,227816
1,"RT @iansomerhalder: VOTE VOTE VOTE!!!!
;) VOTING for a candidate that believes climate change is a hoax is the MOST dangerous person toÃ¢â‚¬Â¦",582332
1,"RT @Ashley_L_Grapes: #trump, you promised to represent the people, and we believe in climate change. Please rethink your pick for EPA! OurÃ¢â‚¬Â¦",838229
1,RT @FAOForestry: #nowreading Opinion: Fighting climate change and famine with #forests in the Horn of #Africa…,173405
1,"We hv confirmation that yesterday's EO will not affect FFRMS or EO 13690. Good for FPM, bad for climate change &amp; re… https://t.co/d5oiVfXUlQ",512535
1,"@NickBurke9 on the other hand, we can elect someone who believes that global warming is a hoax and conversion therapy is the right answer.",359341
1,RT @kurteichenwald: China is now explaining the history of climate change science/politics 2 underscore to Trump they didnt do a hoax. GodÃ¢â‚¬Â¦,910442
1,RT @Elainey0007: You don't say? I'd use the term climate change though. https://t.co/e0wgvwroqJ,117961
1,"RT @CricketArt67: If you can't stand the heat, don't be a climate change denier
#FixAnAnnoyingSaying",185547
1,"@Crimsontider @ajc I think it was an extreme, focal concentration of global warming, occurring as a result of Trump's EO lifting coal regs.",589913
1,"RT @Khanoisseur: Trump CIA director nixed Violence Against Women Act and is a climate change denier

Good job everyone who protest vÃ¢â‚¬Â¦",700655
1,"RT @mzjacobson: “Oklahoma hits 100 ° in the dead of winter, because climate change is real” by @NexusMediaNews https://t.co/7X66ud91yV",930239
1,"RT @SandiDeMita: From college affordability to climate change, 'Hillary ClintonÃ¢â‚¬â„¢s values are Millennial values.' https://t.co/rIPAs3BciW",556412
1,Florida reef rescuers race to keep pace with climate change https://t.co/1CBZSVrDXN via @sfchronicle w/ @nature_org #SaveOurOcean,772633
1,RT @HausOfJuuso: Can't wait to see our planet die because of global warming �� I'll 'thank' you later @realDonaldTrump #MakeOurPlanetGreatAg…,526331
1,RT @nytopinion: What can you do about climate change? Look for ways to influence companies and communities https://t.co/n36cjgRmm2…,936037
1,#notmypresident Trump abolishes climate change in first moments of regime https://t.co/OB805FpZWx,318777
1,@Rich_Homewood hello! So nice to find an Australian fighting climate change denial. Australia could have zero net carbon in principle.,370858
1,"@NYTScience @nytimes Sad for THE WORLD USA FL AND NY to know D.Trump does not care for global warming, seas  rising, droughts extreme heat😳⏰",490545
1,RT @nature_brains: 'Nature is the world's oldest climate change technology and it is available at low cost' @JustinCMAdams @usnews https://…,617947
1,"Hillary Clinton sold child sex slaves out the back of a pizza shop in DC, but it is beyond the pale to suggest that global warming is real.",345778
1,"RT @UN: Only 4K snow leopards left in the �� b/c of poaching, illegal trade, climate change &amp; other factors we can fight:…",208687
1,This is it! @BillNye superhero costume to fight Trump's climate change denying agenda. #thescienceguy https://t.co/5NoQ6B1alG,712306
1,"@realDonaldTrump no global warming, huh? 🔥🌎🔥@SenateGOP @SenateMajLdr @SpeakerRyan https://t.co/1gpANp1jRI",799194
1,"RT @PoliticKels: Don't worry about global warming. We're going to build a new Earth, a bigger Earth, it will be the best Earth ever #TrumpNÃ¢â‚¬Â¦",646889
1,"RT @AssaadRazzouk: In the new new world, China lectures the United States about climate change and the importance of cooperation betweÃ¢â‚¬Â¦",334131
1,"RT @richardbranson: Great show of civic power &amp; voice – 150,000 people calling for ambitious action against climate change…",859195
1,"RT @NWF: Wild bees are in trouble due to habitat loss, pesticides &amp; climate change. These 139 counties are most at risk:…",389833
1,"It floods regularly down there now. Yeah, there's no climate change... https://t.co/headX5WUD2",891490
1,"RT @Ehmee: - expressing the unfitness of Steve Bannon and his bigotry, to stand up for climate change research and progress.",15480
1,Doug Ducey: Increase climate change education in AZ high schools. - Sign the Petition! https://t.co/c10G3KocjR via @ohdaesuu1 #ItMatters,525649
1,RT @60milliongirls: RT @GPforEducation Education makes people less vulnerable to the effects of climate change. https://t.co/O719y39D7x ht…,125239
1,RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.,510481
1,"@AskWY @GWPattie @RadioFreeTom when 97% say climate change is real and caused by humans, and the other 3% work for oil companies...",566848
1,RT @altNOAA: Would the climatologist that told @ScottPruittOK CO2 wasn't a primary contributor to climate change please step forward! We'll…,624211
1,"RT @galka_max: Watch climate change 'spiral'
out of control https://t.co/c5cxdzezJI https://t.co/pAYM6xWnXE",952253
1,RT @serena_bean13: 'He doesn't believe in climate change! Do you know how dumb you have to be to not believe in climate change?!',997412
